File Description: RCMIP SSP245 effective radiative forcing scenario from 1750-2500.,,,,,,,,,,,,,,,,,
"Code Source: Extracted using default Python model version of FAIR2.0, available at https://github.com/njleach/
FAIR/tree/47c6eec031d2edcf09424394dbb86581a1b246ba",,,,,,,,,,,,,,,,,
"Paper Reference: Leach et al. 2021. ""FaIRv2.0.0: a generalized impulse response model for climate
uncertainty and future scenario exploration,"" Geoscientific Model Development. https://doi.org/10.5194/gmd-14-3007-2021",,,,,,,,,,,,,,,,,
1760,0.009193695,0.002577083,0.001112943,0,0.002,0,0.000329812,0,-0.003360152,-0.007596319,0.000338693,-0.002294573,0.18080413,0.068426399,0.002301182,0.249230529,0.251531711
1761,0.01037692,0.002753012,0.0012113,0,0.0022,0,0.000352327,0,-0.001716825,-0.005610319,0.000451591,-0.00252403,0.183974374,0.062279768,0.007493975,0.246254141,0.253748116
1762,0.011740518,0.003093663,0.001306243,0,0.0024,0,0.000395923,0,-0.000812483,-0.001678572,4.40E-05,-0.002753487,-0.720063057,0.040189338,0.013735836,-0.679873719,-0.666137883
1763,0.013023458,0.003647122,0.001482596,0,0.0026,0,0.000466754,0,-0.000709527,-0.001903217,0.000103866,-0.002982944,-0.440144292,0.006850886,0.015728108,-0.433293406,-0.417565299
1764,0.0142863,0.004228004,0.001611406,3.64E-11,0.0028,0,0.000541095,0,0.004650531,0.009391694,-0.000296921,-0.003212402,-0.039231495,-0.029904095,0.033999708,-0.06913559,-0.035135882
1765,0.015368335,0.004783927,0.001719871,2.97E-10,0.003,0,0.000612241,0,-0.001957348,-0.005053696,0.000291276,-0.003441859,0.109397495,-0.059748015,0.015322748,0.04964948,0.064972228
1766,0.016269969,0.005315647,0.001787663,6.32E-10,0.0032,0,0.00068029,0,0.001215593,0.001004651,0.00014338,-0.003671316,-0.178671697,-0.073866546,0.025945877,-0.252538243,-0.226592366
1767,0.017451845,0.005880263,0.001902894,9.73E-10,0.0034,0,0.000752549,0,0.000820377,0.000236702,0.00016596,-0.003900773,-0.230223848,-0.060684051,0.026709818,-0.290907898,-0.264198081
1768,0.018673525,0.006190161,0.00197405,1.31E-09,0.0036,0,0.000792209,0,-0.00469427,-0.013583334,0.000963018,-0.004130231,0.029359953,-0.004521941,0.009785128,0.024838012,0.03462314
1769,0.019815112,0.006520002,0.002045226,1.66E-09,0.0038,0,0.000834422,0,-0.00228076,-0.006640715,0.000449333,-0.004359688,0.132350445,0.061624543,0.020182933,0.193974988,0.214157921
1770,0.02099619,0.006867907,0.002136714,2.00E-09,0.004,0,0.000878946,0,-0.002336585,-0.006871915,0.000469655,-0.004589145,0.036178178,0.093293733,0.021551769,0.12947191,0.151023679
1771,0.022517504,0.00722584,0.002197704,2.34E-09,0.0042,0,0.000924754,0,0.001420822,0.002058887,3.50E-05,-0.004818602,0.088708866,0.085743049,0.035761911,0.174451915,0.210213825
1772,0.023798201,0.00794599,0.002258646,2.68E-09,0.0044,0,0.001016918,0,0.003364912,0.006231114,-0.000120801,-0.00504806,0.150916351,0.062810188,0.043846923,0.213726539,0.257573462
1773,0.025358641,0.008349796,0.002312841,3.02E-09,0.0046,0,0.001068597,0,0.002521714,0.004458387,-5.64E-05,-0.005277517,0.173838386,0.026866438,0.043336013,0.200704824,0.244040837
1774,0.026938866,0.008484606,0.002373811,3.36E-09,0.0048,0,0.001085849,0,-0.003290419,-0.009322639,0.000644646,-0.005506974,0.181630265,-0.013882293,0.02620775,0.167747972,0.193955722
1775,0.028838548,0.008791035,0.002421223,3.70E-09,0.005,0,0.001125066,0,-0.000242231,-0.003890177,0.000578036,-0.005736431,0.184251837,-0.049607635,0.036885073,0.134644202,0.171529276
1776,0.030777429,0.009217623,0.002472018,4.04E-09,0.0052,0,0.00117966,0,0.001187004,0.000915736,0.000161444,-0.005965889,0.185132645,-0.070762029,0.045145028,0.114370616,0.159515644
1777,0.032595871,0.009648915,0.00251264,4.38E-09,0.0054,0,0.001234856,0,-0.000623903,-0.005956005,0.000817379,-0.006195346,0.185428515,-0.066955486,0.039434413,0.118473029,0.157907442
1778,0.034433829,0.009657755,0.00255329,4.72E-09,0.0056,0,0.001235987,0,-0.002410007,-0.01075557,0.001131235,-0.006424803,0.185527904,-0.02232221,0.03502172,0.163205695,0.198227415
1779,0.036291184,0.009755367,0.002590551,5.07E-09,0.0058,0,0.00124848,0,-0.000376459,-0.00481067,0.000697708,-0.00665426,0.185561294,0.049081672,0.044541906,0.234642966,0.279184872
1780,0.038187868,0.009958149,0.002624416,5.41E-09,0.006,0,0.001274432,0,-0.003919553,-0.012579566,0.001033014,-0.006883718,0.185572511,0.091858479,0.035695046,0.277430989,0.313126036
1781,0.040004025,0.010292844,0.002651468,5.75E-09,0.0062,0,0.001317266,0,-0.001616631,-0.008895736,0.001034143,-0.007113175,0.18557628,0.091702473,0.04387421,0.277278753,0.321152962
1782,0.041959409,0.010620529,0.00267515,6.09E-09,0.0064,0,0.001359202,0,-0.001322275,-0.006456259,0.000707869,-0.007342632,0.185577542,0.06741236,0.048600999,0.252989903,0.301590902
1783,0.043894127,0.010831228,0.002688684,6.43E-09,0.0066,0,0.001386167,0,-0.000433752,-0.004371682,0.000597229,-0.007572089,-1.60729548,0.030548176,0.053619917,-1.576747304,-1.523127387
1784,0.045768496,0.011023116,0.002709,6.77E-09,0.0068,0,0.001410725,0,0.003515595,0.002853438,0.000482073,-0.007801547,-3.487733813,-0.012977459,0.066760903,-3.500711272,-3.433950369
1785,0.047722011,0.011221848,0.002725894,7.11E-09,0.007,0,0.001436158,0,-0.001417692,-0.006990487,0.000767704,-0.008031004,-1.322905367,-0.049670037,0.054434439,-1.372575404,-1.318140965
1786,0.049654877,0.011416739,0.002749594,7.45E-09,0.0072,0,0.0014611,0,0.001297273,-0.002104051,0.000687547,-0.008260461,-0.487441694,-0.068967962,0.064102625,-0.556409656,-0.492307031
1787,0.051646949,0.011482394,0.002756333,7.79E-09,0.0074,0,0.001469503,0,-0.000700901,-0.007170701,0.000986726,-0.008489918,-0.096321932,-0.055270647,0.059380393,-0.151592579,-0.092212187
1788,0.053678115,0.011789647,0.002752907,8.13E-09,0.0076,0,0.001508824,0,-0.005868829,-0.020239549,0.00177701,-0.008719376,0.088346894,0.01334073,0.044278759,0.101687624,0.145966383
1789,0.055708645,0.012093103,0.002756271,8.48E-09,0.0078,0,0.00154766,0,-0.003337408,-0.012998945,0.001240746,-0.008948833,0.152801722,0.09348094,0.055861247,0.246282662,0.302143909
1790,0.057778368,0.012415777,0.002752844,8.82E-09,0.008,0,0.001588956,0,-0.003724578,-0.01420493,0.001338967,-0.00917829,0.174562968,0.12065716,0.056767122,0.295220128,0.35198725
1791,0.059847231,0.012755199,0.002742618,9.16E-09,0.0082,0,0.001632395,0,-5.00E-05,-0.005337372,0.000844475,-0.009407747,0.18187782,0.106554231,0.07122678,0.288432051,0.359658831
1792,0.061835891,0.013110665,0.002742574,9.50E-09,0.0084,0,0.001677887,0,0.001521565,-0.002047387,0.000721416,-0.009637205,0.184335183,0.088379548,0.078325417,0.272714731,0.351040147
1793,0.063645066,0.013362595,0.002691745,9.84E-09,0.0086,0,0.001710128,0,0.000958233,-0.002403883,0.000626582,-0.009866662,0.185160646,0.057599592,0.079323815,0.242760238,0.322084053
1794,0.065294756,0.013717846,0.002654451,1.02E-08,0.0088,0,0.001755593,0,-0.005082607,-0.016356559,0.001309614,-0.010096119,0.18543793,0.021733845,0.061996984,0.207171775,0.269168758
1795,0.066824664,0.014084827,0.002596807,1.05E-08,0.009,0,0.001802559,0,-0.002228477,-0.010942351,0.001184297,-0.010325576,0.185531072,-0.016159978,0.071996759,0.169371094,0.241367853
1796,0.068076159,0.014506424,0.002542563,1.09E-08,0.0092,0,0.001856514,0,-0.000741026,-0.005230221,0.000625453,-0.010555034,0.055954732,-0.05002885,0.080280843,0.005925882,0.086206725
1797,0.069426834,0.014965802,0.002495087,1.12E-08,0.0094,0,0.001915305,0,-0.002608349,-0.012348388,0.001306227,-0.010784491,-0.042979024,-0.075067791,0.073768038,-0.118046815,-0.044278777
1798,0.070598468,0.015498929,0.002437439,1.15E-08,0.0096,0,0.001983534,0,-0.004196994,-0.016365074,0.001538796,-0.011013948,0.057361097,-0.08729865,0.070081161,-0.029937553,0.040143608
1799,0.072007897,0.016014348,0.002389943,1.19E-08,0.0098,0,0.002049496,0,-0.003918719,-0.014142128,0.00123623,-0.011243405,0.140169975,-0.084771355,0.074193673,0.055398619,0.129592292
1800,0.073615555,0.016523899,0.00231198,1.22E-08,0.01,0,0.002114708,0,-0.006009826,-0.018179462,0.001334451,-0.011477677,0.170218716,-0.066565472,0.070233641,0.103653245,0.173886886
1801,0.075302189,0.017034396,0.002261115,1.26E-08,0.0102,0,0.002180041,0,-0.003934529,-0.015031766,0.001372836,-0.011716461,0.180413926,-0.036690349,0.077667834,0.143723576,0.22139141
1802,0.076789911,0.017607259,0.002230572,1.29E-08,0.0104,0,0.002253355,0,-0.00464366,-0.015256013,0.001184297,-0.011955246,0.183843228,-0.008546892,0.078610487,0.175296335,0.253906822
1803,0.078356655,0.018228114,0.002169533,1.32E-08,0.0106,0,0.002332812,0,-0.00247552,-0.010141462,0.000928019,-0.012194031,0.184995386,0.008613752,0.087804134,0.193609138,0.281413272
1804,0.080022161,0.018868408,0.0021051,1.36E-08,0.0108,0,0.002414756,0,-0.000333471,-0.007836238,0.001123332,-0.012432815,0.185382413,0.010891438,0.094731246,0.19627385,0.291005097
1805,0.081548406,0.019568266,0.002037277,1.39E-08,0.011,0,0.002504322,0,-0.004499722,-0.015813855,0.001323161,-0.0126716,0.185512422,0.002342317,0.084996269,0.187854739,0.272851008
1806,0.083292345,0.020266372,0.001972867,1.43E-08,0.0112,0,0.002593665,0,-0.002735048,-0.013494275,0.001411221,-0.012910385,0.185556088,-0.012135027,0.091596778,0.173421061,0.265017839
1807,0.085015884,0.021022647,0.00190842,1.46E-08,0.0114,0,0.002690452,0,-0.004169392,-0.017014993,0.001604277,-0.01314917,0.185570758,-0.03218178,0.089308141,0.153388978,0.242697119
1808,0.086738879,0.021823985,0.001850778,1.50E-08,0.0116,0,0.002793007,0,-0.009025002,-0.029516126,0.00241714,-0.013387954,0.185575686,-0.053835393,0.075294722,0.131740293,0.207035015
1809,0.088124842,0.022648699,0.001755864,1.53E-08,0.0118,0,0.002898553,0,-0.006984628,-0.023340577,0.001914745,-0.013626739,-3.365872305,-0.073351726,0.085190774,-3.439224031,-3.354033257
1810,0.089748159,0.02356883,0.00167785,1.56E-08,0.012,0,0.00301631,0,-0.007631475,-0.02520444,0.002051352,-0.013865524,-2.314014199,-0.08676823,0.085361077,-2.400782429,-2.315421353
1811,0.09113338,0.024536609,0.001589703,1.60E-08,0.0122,0,0.003140165,0,-0.004662796,-0.018703163,0.001746528,-0.014104308,-0.712485792,-0.091464007,0.096876134,-0.803949799,-0.707073665
1812,0.092557987,0.025454871,0.001488016,1.63E-08,0.0124,0,0.003257683,0,-0.002471815,-0.013577067,0.001469928,-0.014343093,-0.118747168,-0.086191009,0.106236526,-0.204938176,-0.09870165
1813,0.093903202,0.026371488,0.0013626,1.67E-08,0.0126,0,0.00337499,0,-0.003872921,-0.016119298,0.001515087,-0.014581878,0.083231235,-0.07051242,0.104553287,0.012718815,0.117272103
1814,0.095346984,0.027063885,0.001240572,1.70E-08,0.0128,0,0.003463603,0,-0.009599738,-0.029325867,0.002187958,-0.014820663,0.151193247,-0.049607635,0.088356751,0.101585613,0.189942363
1815,0.096552995,0.027869133,0.001071115,1.73E-08,0.013,0,0.003566657,0,-0.007145655,-0.02512497,0.002139412,-0.015059447,-3.341989072,-0.030637322,0.096869258,-3.372626394,-3.275757137
1816,0.097877575,0.028629664,0.000942316,1.77E-08,0.0132,0,0.003663989,0,-0.006916751,-0.023162409,0.001842491,-0.015383422,-4.328997963,-0.019030486,0.10069347,-4.348028449,-4.247334978
1817,0.099221563,0.029616572,0.0008203,1.80E-08,0.0134,0,0.003790292,0,-0.007372229,-0.026245997,0.002239891,-0.015754265,-1.519703927,-0.017283221,0.099716145,-1.536987148,-1.437271002
1818,0.100663981,0.030419617,0.000698256,1.84E-08,0.0136,0,0.003893065,0,-0.01005532,-0.033156977,0.002683579,-0.016125107,-0.39562969,-0.024631097,0.092621113,-0.420260787,-0.327639674
1819,0.102086437,0.031106381,0.000627065,1.87E-08,0.0138,0,0.003980956,0,-0.00880872,-0.02907777,0.00232908,-0.016495949,-0.010037122,-0.038032,0.099547498,-0.048069122,0.051478376
1820,0.103547876,0.031718197,0.000481322,1.90E-08,0.014,0,0.004059256,0,-0.011694686,-0.034820712,0.002519877,-0.016866791,0.119851546,-0.05534865,0.092944357,0.064502896,0.157447253
1821,0.104910394,0.032415059,0.000355907,1.94E-08,0.0142,0,0.004148439,0,-0.010240629,-0.033343394,0.002660999,-0.017237634,0.060191002,-0.071947674,0.097869162,-0.011756672,0.08611249
1822,0.106134314,0.033261951,0.000230499,1.97E-08,0.0144,0,0.004256823,0,-0.01038848,-0.031609008,0.002311016,-0.017608476,0.065248335,-0.083367303,0.10098866,-0.018118967,0.082869693
1823,0.107377814,0.034033184,0.000101686,2.01E-08,0.0146,0,0.004355525,0,-0.008075818,-0.026702525,0.002085221,-0.017979318,-0.27025189,-0.085769793,0.109795788,-0.356021683,-0.246225895
1824,0.108916918,0.034797095,-6.10E-05,2.04E-08,0.0148,0,0.004453289,0,-0.006658641,-0.026326055,0.00240585,-0.018354944,-0.029845555,-0.074147356,0.113972509,-0.103992911,0.009979598
1825,0.110061326,0.035551292,-0.000267811,2.08E-08,0.015,0,0.00454981,0,-0.010153433,-0.03276431,0.00253907,-0.018762871,0.11038089,-0.044209832,0.105753095,0.066171059,0.171924153
1826,0.110396748,0.036230708,-0.000464418,2.11E-08,0.0152,0,0.004636761,0,-0.008115069,-0.029393576,0.002519877,-0.019170797,0.160189785,-0.010824578,0.111840255,0.149365207,0.261205462
1827,0.110396809,0.03686226,-0.000637299,2.14E-08,0.0154,0,0.004717587,0,-0.009532439,-0.033447179,0.002805508,-0.019578724,0.177044084,0.013574738,0.106986545,0.190618823,0.297605367
1828,0.11069289,0.037538184,-0.000759354,2.18E-08,0.0156,0,0.00480409,0,-0.015134073,-0.047153832,0.003646596,-0.01998665,0.182711217,0.020985017,0.089247872,0.203696234,0.292944106
1829,0.111738122,0.038155443,-0.00089157,2.21E-08,0.0158,0,0.004883086,0,-0.01306802,-0.041252359,0.0031792,-0.020394577,0.184615123,0.011952277,0.098149347,0.1965674,0.294716747
1830,0.113000237,0.03873769,-0.001020409,2.25E-08,0.016,0,0.004957602,0,-0.01427655,-0.045348193,0.003447896,-0.020802503,0.185254677,-0.007782464,0.094695792,0.177472213,0.272168005
1831,0.114301406,0.03925301,-0.001169597,2.28E-08,0.0162,0,0.005023552,0,-0.010454979,-0.03648994,0.002974855,-0.02121043,-2.244924772,-0.034334661,0.108427899,-2.279259433,-2.170831534
1832,0.114912636,0.039719046,-0.001427323,2.31E-08,0.0164,0,0.005083194,0,-0.009147994,-0.033968119,0.002891311,-0.021652684,-1.498952382,-0.059451604,0.11281009,-1.558403986,-1.445593896
1833,0.115780007,0.040049384,-0.001671505,2.35E-08,0.0166,0,0.005125471,0,-0.010502286,-0.03638212,0.002926309,-0.02214929,-0.419668715,-0.075020989,0.109775993,-0.494689704,-0.384913711
1834,0.11700213,0.040606733,-0.002207461,2.38E-08,0.0168,0,0.005196799,0,-0.015624855,-0.048117482,0.003551762,-0.022645896,-0.019521352,-0.072478094,0.094561754,-0.091999446,0.002562308
1835,0.118145105,0.041083253,-0.002665499,2.42E-08,0.017,0,0.005257784,0,-0.01270359,-0.043122289,0.003473863,-0.023142501,-1.663546701,-0.039124041,0.103326149,-1.702670741,-1.599344593
1836,0.119386371,0.04125008,-0.003089713,2.45E-08,0.0172,0,0.005279134,0,-0.013785456,-0.045175163,0.003459186,-0.023639107,-1.06790945,0.019892976,0.100885357,-1.048016475,-0.947131118
1837,0.120351596,0.041256451,-0.003364663,2.48E-08,0.0174,0,0.00527995,0,-0.014140355,-0.048033288,0.003865618,-0.024135713,-0.264243292,0.063824226,0.09847962,-0.200419066,-0.101939446
1838,0.121434662,0.041148278,-0.003388447,2.52E-08,0.0176,0,0.005266106,0,-0.01646074,-0.054179514,0.004284468,-0.024632319,0.033170849,0.07564947,0.09107252,0.108820318,0.199892839
1839,0.122576461,0.041139292,-0.003415602,2.55E-08,0.0178,0,0.005264956,0,-0.015678447,-0.051480707,0.004005611,-0.025128925,0.134323464,0.061967756,0.095082664,0.19629122,0.291373884
1840,0.123974135,0.04142063,-0.003615861,2.59E-08,0.018,0,0.005300961,0,-0.016855366,-0.0529773,0.00390739,-0.025625531,0.16835846,0.039534113,0.093529085,0.207892573,0.301421658
1841,0.125646976,0.041827838,-0.003989313,2.62E-08,0.0182,0,0.005353075,0,-0.017615747,-0.057260901,0.004433493,-0.026145023,0.179793765,0.006741682,0.090450424,0.186535447,0.27698587
1842,0.126847365,0.042396704,-0.004352586,2.65E-08,0.0184,0,0.005425878,0,-0.017178769,-0.054183723,0.003967226,-0.026688925,0.183635126,-0.028110027,0.094633195,0.155525098,0.250158294
1843,0.127594813,0.043296504,-0.004267554,2.69E-08,0.0186,0,0.005541033,0,-0.014173292,-0.047197995,0.003537085,-0.027232827,0.184925489,-0.058437566,0.105697794,0.126487922,0.232185716
1844,0.128440355,0.044578444,-0.0041281,2.72E-08,0.0188,0,0.005705094,0,-0.013151964,-0.048024841,0.003906261,-0.027776729,0.185358929,-0.076971062,0.108348547,0.108387867,0.216736414
1845,0.130721184,0.045810154,-0.004155074,2.76E-08,0.019,0,0.005862727,0,-0.017420999,-0.056895729,0.004217859,-0.028320631,0.185504535,-0.078219109,0.098819518,0.107285425,0.206104943
1846,0.133118939,0.046766282,-0.003849355,2.79E-08,0.0192,0,0.005985091,0,-0.015190818,-0.053391473,0.004215601,-0.028864533,0.003351391,-0.065847845,0.107989762,-0.062496453,0.045493309
1847,0.134867398,0.047175055,-0.003567513,2.83E-08,0.0194,0,0.006037405,0,-0.018157564,-0.061521112,0.00477896,-0.029408436,0.059677338,-0.053507781,0.099604222,0.006169556,0.105773779
1848,0.137459806,0.047267841,-0.003323121,2.86E-08,0.0196,0,0.00604928,0,-0.022730323,-0.072197725,0.005414575,-0.029952338,0.140345818,-0.041136516,0.087588025,0.099209302,0.186797327
1849,0.140188526,0.047341354,-0.00308894,2.89E-08,0.0198,0,0.006058688,0,-0.021076681,-0.068323256,0.00513233,-0.030553012,0.170250407,-0.028765252,0.095479039,0.141485155,0.236964194
1850,0.142347045,0.047361462,-0.002861574,2.96E-08,0.019,0,0.006061261,0,-0.022474227,-0.071898189,0.005343449,-0.03125688,0.180561804,-0.016440789,0.091622378,0.164121015,0.255743394
1851,0.144975578,0.047460238,-0.002613866,3.22E-08,0.0192,0,0.006073903,0,-0.018162996,-0.062535978,0.004842183,-0.031960748,0.184128628,-0.021900994,0.107278347,0.162227634,0.269505981
1852,0.147857663,0.047909538,-0.002362781,3.51E-08,0.0194,0,0.006131403,0,-0.016111854,-0.05837187,0.004626548,-0.032664616,0.179356169,-0.022712224,0.116414066,0.156643944,0.27305801
1853,0.150463935,0.048653539,-0.002037106,3.81E-08,0.0196,0,0.00622662,0,-0.017754665,-0.062429726,0.004854602,-0.033368484,0.015703084,-0.032837005,0.114208752,-0.017133921,0.097074831
1854,0.152716599,0.049449134,-0.001701339,4.10E-08,0.0198,0,0.006328439,0,-0.023971357,-0.078139966,0.005782621,-0.034072352,-0.014296783,-0.046690325,0.09619182,-0.060987108,0.035204712
1855,0.154576796,0.050406688,-0.001338526,4.40E-08,0.02,0,0.006450986,1.36E-10,-0.020616464,-0.07204024,0.005594082,-0.03477622,0.112764424,-0.055223846,0.108257146,0.057540578,0.165797725
1856,0.156690742,0.051282017,-0.000972433,4.70E-08,0.0202,0,0.006563009,2.32E-10,-0.021118017,-0.07203754,0.005369415,-0.035480088,0.122071441,-0.057610735,0.110497152,0.064460706,0.174957858
1857,0.159723814,0.052271195,-0.000643685,5.00E-08,0.0204,0,0.006689603,4.79E-10,-0.023273368,-0.079358644,0.0060818,-0.036183956,-0.045007502,-0.051635711,0.105706808,-0.096643213,0.009063595
1858,0.162950841,0.05340676,-0.000369227,5.30E-08,0.0206,0,0.006834931,7.67E-10,-0.024852397,-0.083374218,0.006348239,-0.036887825,0.086103655,-0.034771477,0.104657157,0.051332178,0.155989335
1859,0.166390803,0.054622773,0.000101599,5.61E-08,0.0208,0,0.006990555,7.86E-10,-0.025287681,-0.083824679,0.00621389,-0.037591693,0.153319259,-0.020512542,0.108415624,0.132806717,0.241222341
1860,0.170180332,0.055762704,0.000646738,5.91E-08,0.021,0,0.007136442,4.91E-09,-0.02675581,-0.086860645,0.006216148,-0.038295561,0.176585203,-0.009935345,0.109030414,0.166649858,0.275680272
1861,0.173967585,0.0570027,0.001269503,6.22E-08,0.0212,0,0.007295135,2.05E-08,-0.025605449,-0.086873239,0.006463394,-0.038999429,0.116052053,-0.012057024,0.115720283,0.103995028,0.219715311
1862,0.177225628,0.058563185,0.001864928,7.43E-08,0.0214,0,0.007494844,3.80E-08,-0.026016725,-0.086240962,0.006218406,-0.039703297,-0.623984002,-0.024319085,0.120806119,-0.648303087,-0.527496967
1863,0.180559966,0.060421337,0.002389025,7.74E-08,0.0216,0,0.007732648,4.25E-08,-0.023478023,-0.081823761,0.006000514,-0.040407165,-0.258757079,-0.031510955,0.132994661,-0.290268034,-0.157273373
1864,0.183892469,0.062453541,0.002892634,8.05E-08,0.0218,0,0.007992727,4.20E-08,-0.023086338,-0.084295285,0.00643517,-0.041111033,0.037815676,-0.03856242,0.136974007,-0.000746744,0.136227263
1865,0.187242443,0.064394024,0.003433156,8.37E-08,0.022,0,0.008241068,5.56E-08,-0.028562505,-0.09636701,0.007026754,-0.041814901,0.142744697,-0.044241033,0.125593168,0.098503664,0.224096832
1866,0.190493343,0.06643503,0.004000496,8.69E-08,0.0228,0,0.008502273,9.23E-08,-0.026191157,-0.092620953,0.006914985,-0.04251877,0.174226303,-0.047127141,0.137815426,0.127099162,0.264914588
1867,0.193878689,0.068568321,0.004557413,9.92E-08,0.0236,0,0.008775289,1.02E-07,-0.029766177,-0.10194352,0.007487377,-0.043222638,0.184485005,-0.051510906,0.131934955,0.132974098,0.264909054
1868,0.196795336,0.07047471,0.005157984,1.02E-07,0.0244,0,0.009019266,1.33E-07,-0.034312233,-0.112948236,0.008211051,-0.043926506,0.187964496,-0.041729339,0.122871608,0.146235157,0.269106765
1869,0.199127489,0.072159166,0.005731356,1.06E-07,0.0252,0,0.009234841,1.67E-07,-0.03158794,-0.107342104,0.007758331,-0.044971756,0.189228194,-0.023882268,0.135309656,0.165345926,0.300655582
1870,0.201653103,0.07350443,0.006267429,1.09E-07,0.026,0,0.009407006,2.25E-07,-0.03481825,-0.115302463,0.008279919,-0.046232619,0.18976667,-0.022493816,0.128758888,0.167272853,0.296031742
1871,0.204352384,0.074412096,0.006884342,1.21E-07,0.0268,0,0.009523168,2.54E-07,-0.031011922,-0.108528762,0.00790284,-0.047493482,0.190066226,-0.011729412,0.14284104,0.178336814,0.321177854
1872,0.207652059,0.075133543,0.007474074,1.25E-07,0.0276,0,0.009615498,3.13E-07,-0.028658752,-0.104851801,0.007603661,-0.048754345,0.188650145,-0.017408025,0.152814376,0.17124212,0.324056496
1873,0.211454436,0.075676997,0.008053544,1.28E-07,0.0284,0,0.009685049,5.43E-07,-0.034086358,-0.118143562,0.008397332,-0.050015207,-0.016014201,-0.027064788,0.139422902,-0.043078989,0.096343913
1874,0.215351248,0.076637189,0.008612461,1.41E-07,0.0292,0,0.009807933,6.62E-07,-0.036876246,-0.123213806,0.008696511,-0.05127607,0.101191495,-0.035442303,0.136940022,0.065749192,0.202689214
1875,0.219807362,0.077594663,0.009181218,1.44E-07,0.03,0,0.009930469,6.66E-07,-0.032726393,-0.116126798,0.008305885,-0.052536933,0.118802161,-0.051042889,0.153430283,0.067759272,0.221189555
1876,0.224240713,0.078400937,0.009685886,1.57E-07,0.03,0,0.010033655,8.25E-07,-0.035628436,-0.121403345,0.008414267,-0.053797796,0.129923153,-0.058187957,0.149946864,0.071735196,0.22168206
1877,0.228729132,0.079282068,0.010119659,1.61E-07,0.03,0,0.010146421,1.25E-06,-0.036127922,-0.125002923,0.008848923,-0.0550443,0.169423076,-0.062758929,0.150952467,0.106664148,0.257616615
1878,0.233388011,0.080301375,0.01058351,1.73E-07,0.03,0,0.010276871,1.53E-06,-0.037212192,-0.128153096,0.009113104,-0.056156827,0.184226572,-0.068421941,0.152142461,0.115804631,0.267947092
1879,0.237792253,0.081541846,0.011023602,1.77E-07,0.03,0,0.010435625,2.12E-06,-0.040660709,-0.135854293,0.009387445,-0.057269353,0.188475133,-0.067236297,0.146398714,0.121238837,0.267637551
1880,0.242598499,0.082936061,0.01146682,1.90E-07,0.03,0,0.010614055,2.76E-06,-0.041348955,-0.138638479,0.009295998,-0.05838188,0.152202859,-0.053320574,0.148545072,0.098882285,0.247427357
